artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Will Smith,Switch,0.877,0.885,1,-4.966,1,0.17,0.007,0.000497,0.557,0.517,102.507,audio_features,2bmxx16hNi3W5FGzfFO9xX,spotify:track:2bmxx16hNi3W5FGzfFO9xX,https://api.spotify.com/v1/tracks/2bmxx16hNi3W5FGzfFO9xX,https://api.spotify.com/v1/audio-analysis/2bmxx16hNi3W5FGzfFO9xX,196653,4
Fairground Attraction,Perfect,0.579,0.203,9,-15.216,0,0.0657,0.292,0,0.0866,0.602,138.798,audio_features,2X90tKH59XlulLjbT4vci1,spotify:track:2X90tKH59XlulLjbT4vci1,https://api.spotify.com/v1/tracks/2X90tKH59XlulLjbT4vci1,https://api.spotify.com/v1/audio-analysis/2X90tKH59XlulLjbT4vci1,216573,4
Heart,Alone,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,audio_features,54b8qPFqYqIndfdxiLApea,spotify:track:54b8qPFqYqIndfdxiLApea,https://api.spotify.com/v1/tracks/54b8qPFqYqIndfdxiLApea,https://api.spotify.com/v1/audio-analysis/54b8qPFqYqIndfdxiLApea,218733,4
Cab Calloway & his Cotton Club Orchestra,Minnie the Moocher,0.448,0.292,4,-12.065,0,0.0462,0.979,0,0.416,0.434,100.41,audio_features,15auux69UdF6PwCrtGl7JQ,spotify:track:15auux69UdF6PwCrtGl7JQ,https://api.spotify.com/v1/tracks/15auux69UdF6PwCrtGl7JQ,https://api.spotify.com/v1/audio-analysis/15auux69UdF6PwCrtGl7JQ,213733,4
Robbie Williams,Rock DJ,0.712,0.762,7,-4.307,1,0.0326,0.026,0,0.0981,0.842,103.032,audio_features,7oQSevUCbYs4QawXTHQVV1,spotify:track:7oQSevUCbYs4QawXTHQVV1,https://api.spotify.com/v1/tracks/7oQSevUCbYs4QawXTHQVV1,https://api.spotify.com/v1/audio-analysis/7oQSevUCbYs4QawXTHQVV1,260560,4
Danny & The Juniors,At the Hop,0.407,0.826,8,-8.29,1,0.0495,0.693,1.57e-05,0.285,0.891,192.21,audio_features,4LcrHUkRmXG3c0YD5VYutn,spotify:track:4LcrHUkRmXG3c0YD5VYutn,https://api.spotify.com/v1/tracks/4LcrHUkRmXG3c0YD5VYutn,https://api.spotify.com/v1/audio-analysis/4LcrHUkRmXG3c0YD5VYutn,150867,4
Billie Holiday,Strange Fruit,0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827,audio_features,1CTex49P0iWwzUGsMNjgaV,spotify:track:1CTex49P0iWwzUGsMNjgaV,https://api.spotify.com/v1/tracks/1CTex49P0iWwzUGsMNjgaV,https://api.spotify.com/v1/audio-analysis/1CTex49P0iWwzUGsMNjgaV,192867,1
The Ames Brothers,You You You,0.386,0.177,4,-11.213,1,0.0299,0.838,0.000245,0.327,0.292,97.678,audio_features,7iv8br1y5Hv63QX5Z2HFjv,spotify:track:7iv8br1y5Hv63QX5Z2HFjv,https://api.spotify.com/v1/tracks/7iv8br1y5Hv63QX5Z2HFjv,https://api.spotify.com/v1/audio-analysis/7iv8br1y5Hv63QX5Z2HFjv,175612,4
TLC,Unpretty,0.648,0.622,7,-6.063,1,0.0428,0.00152,5.97e-05,0.109,0.51,88.684,audio_features,0BUoLE4o9eVahDHvTqak67,spotify:track:0BUoLE4o9eVahDHvTqak67,https://api.spotify.com/v1/tracks/0BUoLE4o9eVahDHvTqak67,https://api.spotify.com/v1/audio-analysis/0BUoLE4o9eVahDHvTqak67,278067,4
Nat King Cole,Pretend,0.388,0.275,10,-11.248,1,0.0294,0.932,0,0.101,0.311,83.029,audio_features,2Gd007dAbihobxsTG9m7cZ,spotify:track:2Gd007dAbihobxsTG9m7cZ,https://api.spotify.com/v1/tracks/2Gd007dAbihobxsTG9m7cZ,https://api.spotify.com/v1/audio-analysis/2Gd007dAbihobxsTG9m7cZ,164400,4
Akon & Snoop Dogg,I Wanna Love You,0.866,0.454,0,-9.383,1,0.0414,0.0373,1.49e-06,0.275,0.368,99.985,audio_features,0CXVjQI9wsqaGeIARkkpYc,spotify:track:0CXVjQI9wsqaGeIARkkpYc,https://api.spotify.com/v1/tracks/0CXVjQI9wsqaGeIARkkpYc,https://api.spotify.com/v1/audio-analysis/0CXVjQI9wsqaGeIARkkpYc,247067,4
Simply Red,Fairground,0.718,0.731,6,-6.454,1,0.042,0.208,0.2,0.083,0.619,122.839,audio_features,3lghqWELEWj9yEPvme7c4W,spotify:track:3lghqWELEWj9yEPvme7c4W,https://api.spotify.com/v1/tracks/3lghqWELEWj9yEPvme7c4W,https://api.spotify.com/v1/audio-analysis/3lghqWELEWj9yEPvme7c4W,333333,4
Dean Martin,Everybody Loves Somebody,0.366,0.391,3,-12.322,1,0.0425,0.854,0,0.352,0.461,119.182,audio_features,5I9sHwLDX28tLtzVgKLtpr,spotify:track:5I9sHwLDX28tLtzVgKLtpr,https://api.spotify.com/v1/tracks/5I9sHwLDX28tLtzVgKLtpr,https://api.spotify.com/v1/audio-analysis/5I9sHwLDX28tLtzVgKLtpr,164547,3
Toni Basil,Mickey,0.595,0.928,4,-4.457,1,0.0503,0.0569,0,0.0336,0.982,149.975,audio_features,5G9KcZaxfCysfv4EryCB9b,spotify:track:5G9KcZaxfCysfv4EryCB9b,https://api.spotify.com/v1/tracks/5G9KcZaxfCysfv4EryCB9b,https://api.spotify.com/v1/audio-analysis/5G9KcZaxfCysfv4EryCB9b,252885,4
Millie Small,My Boy Lollipop,0.678,0.607,2,-8.131,1,0.0347,0.133,0,0.0863,0.964,132.717,audio_features,5IM6psLoDLytszopZz9ZOm,spotify:track:5IM6psLoDLytszopZz9ZOm,https://api.spotify.com/v1/tracks/5IM6psLoDLytszopZz9ZOm,https://api.spotify.com/v1/audio-analysis/5IM6psLoDLytszopZz9ZOm,120467,4
Booker T & the MGs,Green Onions,0.816,0.514,10,-8.741,1,0.0339,0.767,0.949,0.0899,0.912,136.837,audio_features,4fQMGlCawbTkH9yPPZ49kP,spotify:track:4fQMGlCawbTkH9yPPZ49kP,https://api.spotify.com/v1/tracks/4fQMGlCawbTkH9yPPZ49kP,https://api.spotify.com/v1/audio-analysis/4fQMGlCawbTkH9yPPZ49kP,176333,4
David Bowie,Fame,0.786,0.555,10,-10.276,1,0.0471,0.454,0.0173,0.0826,0.673,95.1,audio_features,1PehfITh0TTRx3LkDdV4h3,spotify:track:1PehfITh0TTRx3LkDdV4h3,https://api.spotify.com/v1/tracks/1PehfITh0TTRx3LkDdV4h3,https://api.spotify.com/v1/audio-analysis/1PehfITh0TTRx3LkDdV4h3,261373,4
Bone Thugs-n-Harmony,Tha Crossroads,0.679,0.509,4,-7.31,1,0.0617,0.0856,0,0.438,0.534,144.29,audio_features,5KSJ9k1FYjFLnIRlJT2wF8,spotify:track:5KSJ9k1FYjFLnIRlJT2wF8,https://api.spotify.com/v1/tracks/5KSJ9k1FYjFLnIRlJT2wF8,https://api.spotify.com/v1/audio-analysis/5KSJ9k1FYjFLnIRlJT2wF8,223547,4
Ricky Martin,La Copa De La Vida,0.713,0.938,5,-6.032,0,0.0481,0.0276,3.21e-05,0.626,0.706,126.974,audio_features,0KnZ3Fgnqjmz4Sl2OA5zwa,spotify:track:0KnZ3Fgnqjmz4Sl2OA5zwa,https://api.spotify.com/v1/tracks/0KnZ3Fgnqjmz4Sl2OA5zwa,https://api.spotify.com/v1/audio-analysis/0KnZ3Fgnqjmz4Sl2OA5zwa,277427,4
Martika,Toy Soldiers,0.513,0.591,1,-6.407,0,0.0274,0.405,0,0.126,0.173,130.167,audio_features,4jh9olf0OKCokpzxSyLeJx,spotify:track:4jh9olf0OKCokpzxSyLeJx,https://api.spotify.com/v1/tracks/4jh9olf0OKCokpzxSyLeJx,https://api.spotify.com/v1/audio-analysis/4jh9olf0OKCokpzxSyLeJx,287600,4
Mel & Kim,Respectable,0.697,0.971,0,-5.093,1,0.0428,0.00377,2.79e-05,0.138,0.89,122.274,audio_features,1q8yOvrVNiZtMuEujDuSPP,spotify:track:1q8yOvrVNiZtMuEujDuSPP,https://api.spotify.com/v1/tracks/1q8yOvrVNiZtMuEujDuSPP,https://api.spotify.com/v1/audio-analysis/1q8yOvrVNiZtMuEujDuSPP,202640,4
Frank Sinatra,Learnin' the Blues,0.489,0.257,9,-11.115,1,0.0363,0.516,0,0.0578,0.593,127.012,audio_features,6rNOKdqa2lThuBIJOZXSVa,spotify:track:6rNOKdqa2lThuBIJOZXSVa,https://api.spotify.com/v1/tracks/6rNOKdqa2lThuBIJOZXSVa,https://api.spotify.com/v1/audio-analysis/6rNOKdqa2lThuBIJOZXSVa,181907,4
Little Richard,Tutti Frutti,0.555,0.658,5,-3.866,1,0.0541,0.793,0,0.118,0.937,184.835,audio_features,2iXcvnD3d1gfLBum0cE5Eg,spotify:track:2iXcvnD3d1gfLBum0cE5Eg,https://api.spotify.com/v1/tracks/2iXcvnD3d1gfLBum0cE5Eg,https://api.spotify.com/v1/audio-analysis/2iXcvnD3d1gfLBum0cE5Eg,144227,4
Creedence Clearwater Revival,Have You Ever Seen the Rain?,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,audio_features,2LawezPeJhN4AWuSB0GtAU,spotify:track:2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU,160133,4
Steve Winwood,Roll With It,0.759,0.645,0,-13.352,1,0.0276,0.07,0.0403,0.0986,0.954,117.254,audio_features,2QlPByrmEO9XciNBXCrawR,spotify:track:2QlPByrmEO9XciNBXCrawR,https://api.spotify.com/v1/tracks/2QlPByrmEO9XciNBXCrawR,https://api.spotify.com/v1/audio-analysis/2QlPByrmEO9XciNBXCrawR,320733,4
Take That,Patience,0.309,0.783,10,-4.154,1,0.0405,0.142,1.11e-06,0.118,0.372,175.788,audio_features,0v0EZLRftWKqvFfwurjw02,spotify:track:0v0EZLRftWKqvFfwurjw02,https://api.spotify.com/v1/tracks/0v0EZLRftWKqvFfwurjw02,https://api.spotify.com/v1/audio-analysis/0v0EZLRftWKqvFfwurjw02,202067,4
The Supremes,Stop! in the Name of Love,0.612,0.444,0,-12.752,1,0.0293,0.531,0,0.126,0.503,114.961,audio_features,52FlwUMMDnTK8TGkCag9Jd,spotify:track:52FlwUMMDnTK8TGkCag9Jd,https://api.spotify.com/v1/tracks/52FlwUMMDnTK8TGkCag9Jd,https://api.spotify.com/v1/audio-analysis/52FlwUMMDnTK8TGkCag9Jd,172907,4
Freda Payne,Band of Gold,0.631,0.746,7,-5.439,1,0.0277,0.451,0,0.424,0.93,108.875,audio_features,0YgoNapnyIXuruBrzvoCSu,spotify:track:0YgoNapnyIXuruBrzvoCSu,https://api.spotify.com/v1/tracks/0YgoNapnyIXuruBrzvoCSu,https://api.spotify.com/v1/audio-analysis/0YgoNapnyIXuruBrzvoCSu,182533,4
Crazy World of Arthur Brown,Fire,0.435,0.912,5,-6.895,0,0.0965,0.555,0.537,0.773,0.321,138.564,audio_features,3iiTTuCxl62q4WvDpFRSrX,spotify:track:3iiTTuCxl62q4WvDpFRSrX,https://api.spotify.com/v1/tracks/3iiTTuCxl62q4WvDpFRSrX,https://api.spotify.com/v1/audio-analysis/3iiTTuCxl62q4WvDpFRSrX,175893,4
The Carpenters,Yesterday Once More,0.371,0.448,4,-12.616,1,0.0268,0.348,0.773,0.139,0.48,103.372,audio_features,0fVdRn4g08uO5uvo952cdu,spotify:track:0fVdRn4g08uO5uvo952cdu,https://api.spotify.com/v1/tracks/0fVdRn4g08uO5uvo952cdu,https://api.spotify.com/v1/audio-analysis/0fVdRn4g08uO5uvo952cdu,201213,4
The Rolling Stones,Ruby Tuesday,0.524,0.553,0,-10.767,1,0.0292,0.831,0,0.174,0.517,104.578,audio_features,4hupcimlg3UBbW1kAQ6vrT,spotify:track:4hupcimlg3UBbW1kAQ6vrT,https://api.spotify.com/v1/tracks/4hupcimlg3UBbW1kAQ6vrT,https://api.spotify.com/v1/audio-analysis/4hupcimlg3UBbW1kAQ6vrT,196493,4
Wilbert Harrison,Kansas City,0.727,0.665,1,-6.453,1,0.0352,0.653,0.233,0.349,0.912,114.979,audio_features,4GvyP7CnBJEV2t7L7vOkjw,spotify:track:4GvyP7CnBJEV2t7L7vOkjw,https://api.spotify.com/v1/tracks/4GvyP7CnBJEV2t7L7vOkjw,https://api.spotify.com/v1/audio-analysis/4GvyP7CnBJEV2t7L7vOkjw,150333,4
Toni Braxton,Breathe Again,0.689,0.677,0,-6.36,1,0.0326,0.0697,0,0.0877,0.259,153.922,audio_features,1xFliXOpcu7E89AsDAZ7JV,spotify:track:1xFliXOpcu7E89AsDAZ7JV,https://api.spotify.com/v1/tracks/1xFliXOpcu7E89AsDAZ7JV,https://api.spotify.com/v1/audio-analysis/1xFliXOpcu7E89AsDAZ7JV,269173,4
Eve & Gwen Stefani,Let Me Blow Ya Mind,0.904,0.455,8,-5.155,0,0.0846,0.172,0,0.0443,0.852,90.028,audio_features,2EpRzT7XAKqdJAA1gOZeov,spotify:track:2EpRzT7XAKqdJAA1gOZeov,https://api.spotify.com/v1/tracks/2EpRzT7XAKqdJAA1gOZeov,https://api.spotify.com/v1/audio-analysis/2EpRzT7XAKqdJAA1gOZeov,230093,4
The Mills Brothers,You Always Hurt the One You Love,0.516,0.081,7,-18.345,0,0.0602,0.939,2.48e-05,0.367,0.352,138.69,audio_features,2H7VbIlKJefU5BTsHhYxuO,spotify:track:2H7VbIlKJefU5BTsHhYxuO,https://api.spotify.com/v1/tracks/2H7VbIlKJefU5BTsHhYxuO,https://api.spotify.com/v1/audio-analysis/2H7VbIlKJefU5BTsHhYxuO,193440,4
Dave Edmunds,I Hear You Knockin',0.75,0.615,4,-8.956,1,0.0386,0.0233,0.000165,0.0847,0.979,103.353,audio_features,6SGIfyXBjvwCvVumbuI44k,spotify:track:6SGIfyXBjvwCvVumbuI44k,https://api.spotify.com/v1/tracks/6SGIfyXBjvwCvVumbuI44k,https://api.spotify.com/v1/audio-analysis/6SGIfyXBjvwCvVumbuI44k,167027,4
Mike Oldfield,Moonlight Shadow,0.611,0.72,4,-8.359,1,0.0259,0.291,0,0.356,0.8,128.594,audio_features,4WpmwEdc4RBos8W8icSSxW,spotify:track:4WpmwEdc4RBos8W8icSSxW,https://api.spotify.com/v1/tracks/4WpmwEdc4RBos8W8icSSxW,https://api.spotify.com/v1/audio-analysis/4WpmwEdc4RBos8W8icSSxW,218187,4
LMFAO,Sexy and I Know It,0.707,0.861,7,-4.225,1,0.316,0.1,0,0.191,0.795,130.021,audio_features,0obBFrPYkSoBJbvHfUIhkv,spotify:track:0obBFrPYkSoBJbvHfUIhkv,https://api.spotify.com/v1/tracks/0obBFrPYkSoBJbvHfUIhkv,https://api.spotify.com/v1/audio-analysis/0obBFrPYkSoBJbvHfUIhkv,199480,4
U2,The Sweetest Thing,0.535,0.681,0,-5.017,1,0.0364,0.088,2.17e-05,0.306,0.537,142.214,audio_features,1TPkX0DobdBkKRUCuALdIJ,spotify:track:1TPkX0DobdBkKRUCuALdIJ,https://api.spotify.com/v1/tracks/1TPkX0DobdBkKRUCuALdIJ,https://api.spotify.com/v1/audio-analysis/1TPkX0DobdBkKRUCuALdIJ,179907,4
Michael Jackson,Earth Song,0.501,0.439,3,-7.521,0,0.0313,0.482,0.000117,0.087,0.145,138.377,audio_features,4GCGH6TJ69neckwITeBFXK,spotify:track:4GCGH6TJ69neckwITeBFXK,https://api.spotify.com/v1/tracks/4GCGH6TJ69neckwITeBFXK,https://api.spotify.com/v1/audio-analysis/4GCGH6TJ69neckwITeBFXK,406040,4
Kay Kyser,"(I Got Spurs That) Jingle, Jangle, Jingle",0.702,0.226,5,-13.417,1,0.0457,0.98,0.00102,0.0653,0.881,92.42,audio_features,45YtTdmH2PNKEnxN3uTZQy,spotify:track:45YtTdmH2PNKEnxN3uTZQy,https://api.spotify.com/v1/tracks/45YtTdmH2PNKEnxN3uTZQy,https://api.spotify.com/v1/audio-analysis/45YtTdmH2PNKEnxN3uTZQy,200067,4
John Paul Young,Love is in the Air,0.557,0.791,0,-7.201,1,0.0389,0.0254,0.000269,0.0603,0.89,122.337,audio_features,3c4OULLWwgRqBfA2dJtRuY,spotify:track:3c4OULLWwgRqBfA2dJtRuY,https://api.spotify.com/v1/tracks/3c4OULLWwgRqBfA2dJtRuY,https://api.spotify.com/v1/audio-analysis/3c4OULLWwgRqBfA2dJtRuY,210293,4
Harry James,I Had the Craziest Dream,0.399,0.144,8,-12.566,1,0.0306,0.993,0.767,0.206,0.226,85.603,audio_features,7rjOil8FKKJK08BbG49y7Z,spotify:track:7rjOil8FKKJK08BbG49y7Z,https://api.spotify.com/v1/tracks/7rjOil8FKKJK08BbG49y7Z,https://api.spotify.com/v1/audio-analysis/7rjOil8FKKJK08BbG49y7Z,203093,4
Supertramp,The Logical Song,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,audio_features,6mHOcVtsHLMuesJkswc0GZ,spotify:track:6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/tracks/6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/audio-analysis/6mHOcVtsHLMuesJkswc0GZ,251253,4
Owl City,Fireflies,0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,audio_features,3DamFFqW32WihKkTVlwTYQ,spotify:track:3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/tracks/3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ,228347,4
The Boomtown Rats,I Don't Like Mondays,0.464,0.46,11,-6.874,1,0.0393,0.717,0,0.151,0.476,143.603,audio_features,7JFoeg0arawADjGcz9gBnq,spotify:track:7JFoeg0arawADjGcz9gBnq,https://api.spotify.com/v1/tracks/7JFoeg0arawADjGcz9gBnq,https://api.spotify.com/v1/audio-analysis/7JFoeg0arawADjGcz9gBnq,259093,4
Take That,How Deep is Your Love?,0.785,0.451,4,-11.731,1,0.0258,0.698,0.000521,0.176,0.414,99.995,audio_features,0pO9wem4wi61QD2PWFpIJQ,spotify:track:0pO9wem4wi61QD2PWFpIJQ,https://api.spotify.com/v1/tracks/0pO9wem4wi61QD2PWFpIJQ,https://api.spotify.com/v1/audio-analysis/0pO9wem4wi61QD2PWFpIJQ,220813,4
Smokey Robinson,Being With You,0.649,0.434,0,-9.529,0,0.0267,0.764,2.44e-06,0.0822,0.572,108.754,audio_features,5khAYmr8HHFwI3sp0Lw9wp,spotify:track:5khAYmr8HHFwI3sp0Lw9wp,https://api.spotify.com/v1/tracks/5khAYmr8HHFwI3sp0Lw9wp,https://api.spotify.com/v1/audio-analysis/5khAYmr8HHFwI3sp0Lw9wp,246960,4
Les Brown,My Dreams Are Getting Better All the Time,0.512,0.205,5,-11.04,0,0.0373,0.892,2.64e-05,0.264,0.621,157.469,audio_features,4neUGk0rgb1WoXLFK0JYEc,spotify:track:4neUGk0rgb1WoXLFK0JYEc,https://api.spotify.com/v1/tracks/4neUGk0rgb1WoXLFK0JYEc,https://api.spotify.com/v1/audio-analysis/4neUGk0rgb1WoXLFK0JYEc,196733,4
Bing Crosby & Les Paul,"It's Been a Long, Long Time",0.527,0.0785,7,-18.836,1,0.0452,0.964,0.0919,0.0888,0.415,79.539,audio_features,1O2ktzMR4TK4S8nXm1M3Z3,spotify:track:1O2ktzMR4TK4S8nXm1M3Z3,https://api.spotify.com/v1/tracks/1O2ktzMR4TK4S8nXm1M3Z3,https://api.spotify.com/v1/audio-analysis/1O2ktzMR4TK4S8nXm1M3Z3,124253,4
Green Day,American Idiot,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,audio_features,6nTiIhLmQ3FWhvrGafw2zj,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,https://api.spotify.com/v1/tracks/6nTiIhLmQ3FWhvrGafw2zj,https://api.spotify.com/v1/audio-analysis/6nTiIhLmQ3FWhvrGafw2zj,176346,4
Chic,Good Times,0.869,0.503,2,-12.804,1,0.0479,0.0818,0.00837,0.187,0.914,112.664,audio_features,2wYKNcoqKW4IEcllj42xz1,spotify:track:2wYKNcoqKW4IEcllj42xz1,https://api.spotify.com/v1/tracks/2wYKNcoqKW4IEcllj42xz1,https://api.spotify.com/v1/audio-analysis/2wYKNcoqKW4IEcllj42xz1,486187,4
Kajagoogoo,Too Shy,0.702,0.871,10,-6.728,0,0.0926,0.127,4.18e-05,0.0819,0.664,107.982,audio_features,6WEBIVqiEsevfgJefTyuQQ,spotify:track:6WEBIVqiEsevfgJefTyuQQ,https://api.spotify.com/v1/tracks/6WEBIVqiEsevfgJefTyuQQ,https://api.spotify.com/v1/audio-analysis/6WEBIVqiEsevfgJefTyuQQ,221520,4
Billy Joel,My Life,0.741,0.647,2,-12.878,1,0.0427,0.108,0.00139,0.0555,0.804,131.097,audio_features,4ZoBC5MhSEzuknIgAkBaoT,spotify:track:4ZoBC5MhSEzuknIgAkBaoT,https://api.spotify.com/v1/tracks/4ZoBC5MhSEzuknIgAkBaoT,https://api.spotify.com/v1/audio-analysis/4ZoBC5MhSEzuknIgAkBaoT,284000,4
"Earth, Wind & Fire",Let's Groove,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,audio_features,3koCCeSaVUyrRo3N2gHrd8,spotify:track:3koCCeSaVUyrRo3N2gHrd8,https://api.spotify.com/v1/tracks/3koCCeSaVUyrRo3N2gHrd8,https://api.spotify.com/v1/audio-analysis/3koCCeSaVUyrRo3N2gHrd8,339320,4
Deep Blue Something,Breakfast At Tiffany's,0.622,0.829,2,-5.548,1,0.029,0.11,0,0.0954,0.539,110.367,audio_features,1uzWOoJdADfstQuFtQFTUn,spotify:track:1uzWOoJdADfstQuFtQFTUn,https://api.spotify.com/v1/tracks/1uzWOoJdADfstQuFtQFTUn,https://api.spotify.com/v1/audio-analysis/1uzWOoJdADfstQuFtQFTUn,257373,4
Rasmus,In the Shadows,0.6,0.796,2,-4.481,1,0.0275,0.000109,5.2e-05,0.484,0.75,105.991,audio_features,1fr92Vupmcs2vgLMFVQ7rd,spotify:track:1fr92Vupmcs2vgLMFVQ7rd,https://api.spotify.com/v1/tracks/1fr92Vupmcs2vgLMFVQ7rd,https://api.spotify.com/v1/audio-analysis/1fr92Vupmcs2vgLMFVQ7rd,257920,4
Edwin Starr,War,0.59,0.671,1,-12.484,1,0.154,0.0939,0,0.248,0.736,109.333,audio_features,4ZEEcEMGjkWOfZNBcIB9yE,spotify:track:4ZEEcEMGjkWOfZNBcIB9yE,https://api.spotify.com/v1/tracks/4ZEEcEMGjkWOfZNBcIB9yE,https://api.spotify.com/v1/audio-analysis/4ZEEcEMGjkWOfZNBcIB9yE,200267,4
The Ames Brothers,Rag Mop,0.552,0.636,7,-8.728,1,0.0559,0.58,0.000337,0.29,0.94,203.51,audio_features,3ckkU0w7qgKTBBUmVjMPVG,spotify:track:3ckkU0w7qgKTBBUmVjMPVG,https://api.spotify.com/v1/tracks/3ckkU0w7qgKTBBUmVjMPVG,https://api.spotify.com/v1/audio-analysis/3ckkU0w7qgKTBBUmVjMPVG,166533,4
A Taste of Honey,Boogie Oogie Oogie,0.791,0.569,2,-10.372,0,0.0553,0.133,0.00035,0.139,0.889,123.977,audio_features,07NrCEN3egNvw8td2LxqJO,spotify:track:07NrCEN3egNvw8td2LxqJO,https://api.spotify.com/v1/tracks/07NrCEN3egNvw8td2LxqJO,https://api.spotify.com/v1/audio-analysis/07NrCEN3egNvw8td2LxqJO,338320,4
The Prodigy,Breathe,0.673,0.808,9,-6.183,1,0.0491,0.0121,0.878,0.037,0.303,130.041,audio_features,4ZtqsOdBbS6GoedzzRGSo9,spotify:track:4ZtqsOdBbS6GoedzzRGSo9,https://api.spotify.com/v1/tracks/4ZtqsOdBbS6GoedzzRGSo9,https://api.spotify.com/v1/audio-analysis/4ZtqsOdBbS6GoedzzRGSo9,336280,4
Usher,U Got it Bad,0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,audio_features,7J41dYQolQJEtj3UmKLu5r,spotify:track:7J41dYQolQJEtj3UmKLu5r,https://api.spotify.com/v1/tracks/7J41dYQolQJEtj3UmKLu5r,https://api.spotify.com/v1/audio-analysis/7J41dYQolQJEtj3UmKLu5r,247840,4
Boyz II Men,On Bended Knee,0.631,0.516,8,-8.225,1,0.0353,0.413,0,0.115,0.18,116.654,audio_features,7MYmo0JJJDmu4MZTSAF9y3,spotify:track:7MYmo0JJJDmu4MZTSAF9y3,https://api.spotify.com/v1/tracks/7MYmo0JJJDmu4MZTSAF9y3,https://api.spotify.com/v1/audio-analysis/7MYmo0JJJDmu4MZTSAF9y3,329800,4
Cliff Richard,Summer Holiday,0.601,0.467,4,-10.041,1,0.0263,0.716,0,0.135,0.66,129.578,audio_features,054qLeg034PXr1wM3DMstk,spotify:track:054qLeg034PXr1wM3DMstk,https://api.spotify.com/v1/tracks/054qLeg034PXr1wM3DMstk,https://api.spotify.com/v1/audio-analysis/054qLeg034PXr1wM3DMstk,129333,4
Styx,Babe,0.267,0.204,2,-13.714,1,0.0317,0.527,0,0.0924,0.0903,169.486,audio_features,5W7YROOF6bFfBexY81LFjt,spotify:track:5W7YROOF6bFfBexY81LFjt,https://api.spotify.com/v1/tracks/5W7YROOF6bFfBexY81LFjt,https://api.spotify.com/v1/audio-analysis/5W7YROOF6bFfBexY81LFjt,265973,4
Dead Or Alive,You Spin me 'round (Like a Record),0.554,0.963,6,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,audio_features,1ChulFMnwxoD74Me8eX2TU,spotify:track:1ChulFMnwxoD74Me8eX2TU,https://api.spotify.com/v1/tracks/1ChulFMnwxoD74Me8eX2TU,https://api.spotify.com/v1/audio-analysis/1ChulFMnwxoD74Me8eX2TU,195147,4
Train,"Hey, soul sister",0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,audio_features,4HlFJV71xXKIGcU3kRyttv,spotify:track:4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/tracks/4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/audio-analysis/4HlFJV71xXKIGcU3kRyttv,216773,4
Cyndi Lauper,True Colors,0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.116,0.268,171.282,audio_features,2A6yzRGMgSQCUapR2ptm6A,spotify:track:2A6yzRGMgSQCUapR2ptm6A,https://api.spotify.com/v1/tracks/2A6yzRGMgSQCUapR2ptm6A,https://api.spotify.com/v1/audio-analysis/2A6yzRGMgSQCUapR2ptm6A,227600,4
Vernon Dalhart,The Prisoner's Song,0.307,0.316,2,-12.139,1,0.0369,0.991,0.171,0.184,0.339,139.232,audio_features,5A63jDvAp0piOKksW7rog4,spotify:track:5A63jDvAp0piOKksW7rog4,https://api.spotify.com/v1/tracks/5A63jDvAp0piOKksW7rog4,https://api.spotify.com/v1/audio-analysis/5A63jDvAp0piOKksW7rog4,197878,4
Michael Jackson,The Way You Make Me Feel,0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-05,0.144,0.54,114.472,audio_features,0sKlV58cODrjxGFOyf9IXY,spotify:track:0sKlV58cODrjxGFOyf9IXY,https://api.spotify.com/v1/tracks/0sKlV58cODrjxGFOyf9IXY,https://api.spotify.com/v1/audio-analysis/0sKlV58cODrjxGFOyf9IXY,298120,4
